row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,191105_AR_Panax_Pos.mzML Peak area,191105_AR_Ginkgo_Pos.mzML Peak area,191105_AR_Arnica_Pos.mzML Peak area,191105_AR_Cinchona_Pos.mzML Peak area,191105_AR_Salvia_Pos.mzML Peak area,
11833,555.278618111529,4.389612,,,,286,,,,,,,6326.1094,0,0,0,146425.52,
9170,555.3526369787636,3.6017115,,,,884,,,,,,,4995.8057,0,0,0,0,
2996,556.1699387832462,1.3960809,,,,754,,,,,,,0,7052.5996,0,0,0,
4662,556.201464885283,2.0210688,,,,736,229,[M+NH4]+,,3,4580;4662;4661,538.16745,0,0,0,0,13260.974,
8528,556.2020942461752,3.3916106,,,,836,456,[M+NH4]+,,2,8528;8516,538.16814,0,0,0,6610.5303,0,
4339,556.2026032769797,1.8959093,,,,752,217,[M+NH4]+,,2,4295;4339,538.16877,0,0,0,0,20135.77,
2409,556.2381456615354,1.2889863,,,,182,121,[M+NH4]+,,2,2409;2421,538.20429,0,26736.617,2420.4753,0,2285.1313,
3517,556.2385662203102,1.6275195,,,,486,,,,,,,0,155486.98,8984.201,0,11576.361,
13263,556.2386121952403,5.073085,,,,554,726,[M+NH4]+,,2,13263;13269,538.20444,0,0,0,0,15778.261,
4542,556.238904557836,1.7407471,,,,486,190,[M+NH4]+,,2,4542;4108,538.20511,0,86204.9,5836.0547,0,30445.572,
9078,556.2391340807245,3.5645893,,,,836,489,[M+NH4]+,,2,9077;9078,538.20515,0,0,0,0,5226.0293,
13940,556.2393711376094,5.389543,,,,499,769,[M+NH4]+,,3,13939;13940;13941,538.20548,0,0,0,0,114126.4,
7693,557.064600974298,3.1349716,,,,836,416,[M+Na]+,,2,7693;7842,534.0749,0,0,0,0,29044.07,
2053,557.1289696091791,0.9272978,,,,387,,,,,,,0,8301.517,0,358.76953,0,
8169,557.1291753247468,3.2793767,,,,836,437,[M+H]+,,3,8170;8169;8199,556.12167,0,0,0,0,14360.927,
182,557.1474099086247,0.19463833,,,,295,,,,,,,0,0,653493.75,0,0,
4711,557.1571359969496,2.0500207,,,,203,232,[M+Na]+,,2,4711;4712,534.16718,0,0,0,0,4497.051,
10346,557.1989421286928,4.014307,,,,868,544,[M+Na]+,,3,10304;10346;10305,534.20982,0,0,0,0,20993.646,
9791,557.2484560015853,3.829456,,,,836,,,,,,,0,0,0,0,45484.996,
4162,557.2564747726542,1.828291,,,,486,205,[M+Na]+,,2,4161;4162,534.26732,0,0,0,0,2649.8672,
16036,557.2611334819758,6.266603,,,,422,,,,,,,0,0,0,8510.772,0,
5054,558.1187242597157,2.2253964,,,,203,,,,,,,0,1385.9156,364965.7,0,0,
5993,558.1190061090432,2.3861067,,,,379,,,,,,,0,1385.9156,37295.61,0,0,
9064,558.1206838359982,3.5581636,,,,836,,,,,,,0,32291.973,0,0,0,
6576,558.1248955162359,2.6333852,,,,836,,,,,,,0,0,64765.863,468.80847,0,
3751,558.2536918382953,1.6977227,,,,281,,,,,,,2951.3972,36247.145,0,0,0,
4655,559.2001613256015,2.0183077,,,,483,226,[M+Na]+,,2,4655;4654,536.2098,0,0,0,6380.2314,0,
6708,559.2357904997493,2.7466533,,,,836,355,[M+Na]+,,3,6707;6722;6708,536.24693,0,0,0,0,3694.1382,
7332,559.2725872369949,2.980599,,,,836,391,[M+Na]+,,3,7331;7332;7345,536.28316,0,5374.6733,0,0,0,
17429,559.2759656774087,6.6982937,,,,10,,,,,,,585680.8,0,0,0,0,
4246,560.1392970515428,1.8604434,,,,709,,,,,,,0,0,9301.265,0,0,
15018,560.3062542675704,5.8748846,,,,907,832,[M+NH4]+,,2,15018;15017,542.27236,0,3363.0913,0,0,0,
9837,560.7732743116618,3.842614,,,,804,,,,,,,39714.438,0,0,0,0,
12894,561.1394941660578,4.8608017,,,,888,699,[M+H-H2O]+,,2,12894;12907,578.14266,12946.287,0,0,509.25778,0,
15058,561.1506087572234,5.8776603,,,,864,841,[2M+Na]+,,2,15058;15150,269.08078,0,0,0,0,121870.805,
4580,561.1558432946482,1.9886031,,,,736,229,[M+Na]+,,3,4580;4662;4661,538.16745,0,3851.8867,0,0,4987.0215,
4296,561.1576819904091,1.9151734,,,,752,217,[M+Na]+,,2,4295;4296,538.16877,0,2769.3027,0,0,8801.124,
2421,561.1934763273297,1.3568431,,,,182,121,[M+Na]+,,2,2409;2421,538.20429,0,5637.485,356.65338,0,0,
4108,561.1943506786655,1.7407478,,,,486,190,[M+Na]+,,2,4542;4108,538.20511,0,55351.53,1480.469,0,22860.738,
13941,561.1945652429789,5.389543,,,,499,769,[M+Na]+,,3,13939;13940;13941,538.20548,0,0,0,0,56705.188,
14830,561.2018443108703,5.768394,,,,147,,,,,,,0,0,0,67768.72,0,
7887,561.244000753942,3.185184,,,,836,,,,,,,0,1382.2472,0,1906327.0,0,
6841,561.2531787924221,2.7796903,,,,836,360,[M+H]+,,2,6818;6841,560.24545,5719.26,0,0,0,0,
3703,562.2502354885445,1.6825924,,,,486,,,,,,,0,0,11249.159,0,0,
3187,562.2505701337299,1.4822772,,,,223,,,,,,,0,0,217322.7,0,0,
1766,563.086871094118,0.8707624,,,,387,,,,,,,0,0,0,0,40893.195,
2444,563.2104440175336,1.1683698,,,,387,97,[2M+Na]+,,2,2444;2427,270.11041,0,0,7836.422,0,2097.8455,
13605,563.2156572627975,5.0764627,,,,,,,,,,,0,0,0,39819.445,240.76404,
15288,563.2179108713584,5.9818215,,,,,,,,,,,0,0,0,34320.344,0,
3479,563.2341530137688,1.614995,,,,486,,,,,,,0,0,12147.171,0,0,
2140,564.0933521278148,0.9448563,,,,387,,,,,,,0,42777.11,0,0,4328.3545,
10206,564.2616480330058,3.9770527,,,,836,,,,,,,117336.85,0,0,0,0,
6508,564.3584345042539,2.6905208,,,,836,,,,,,,7229.329,4637.3022,7183.207,675.9437,10127.374,
1998,565.0487110238352,0.94953746,,,,7,,,,,,,0,0,10499.801,197869.89,8261.972,
6200,565.1902623982239,2.6067436,,,,836,334,[M+H-H2O]+,,2,6200;6540,582.19408,0,0,0,1774.987,4795.191,
13236,565.2295762161211,5.2005525,,,,,,,,,,,0,0,0,84297.41,2078.4453,
7860,565.2301200845509,3.3503292,,,,,,,,,,,0,0,12946.015,4166.7993,0,
10785,565.2304644291564,4.2527943,,,,304,585,[M+H]+,,2,10787;10785,564.22273,0,0,0,17290.934,275798.7,
12402,565.2314749213929,4.6011257,,,,414,,,,,,,0,0,0,50846.46,1445.0505,
11871,565.322002278702,4.5325255,,,,271,,,,,,,0,13529.71,0,0,0,
13258,566.2364089488228,5.050745,,,,714,,,,,,,750.62555,0,0,27691.496,0,
17198,566.3084756880514,6.6080933,,,,,,,,,,,0,6439.7637,2084.872,0,0,
1884,567.1852998965584,0.9163145,,,,387,71,[M-H+2Na]+,,2,1884;1878,522.21394,0,0,5726.9507,0,0,
10936,567.2460178436736,4.2956085,,,,747,,,,,,,0,0,0,12253.297,6772.47,
11363,567.2461073996897,4.2093334,,,,830,,,,,,,0,0,0,151718.66,6496.7617,
11619,567.2461830623748,4.4640856,,,,496,,,,,,,0,0,0,44034.215,6772.47,
13970,567.2478850713811,5.3628182,,,,,,,,,,,0,0,225.71011,23385.389,3735.3853,
13237,567.2481293139617,5.0812025,,,,714,,,,,,,0,0,225.71011,621373.8,0,
12621,567.2488334970254,4.9680357,,,,700,,,,,,,0,0,225.71011,129055.11,0,
12681,567.2742919475212,4.858588,,,,332,,,,,,,11905.9,0,0,0,0,
13991,567.274688194737,5.4552464,,,,,,,,,,,4824.8228,6217.8516,198.89769,0,0,
12906,567.2750939343293,5.146062,,,,,,,,,,,16961.123,327.66467,0,0,0,
13364,567.2751369497838,5.2314835,,,,731,,,,,,,9473.781,327.66467,0,0,0,
6426,568.2379108842342,2.8341677,,,,855,,,,,,,0,821.51575,474.3919,0,8590.936,
7536,568.2390002935657,3.0770104,,,,836,403,[M+NH4]+,,2,7537;7536,550.20438,0,6127.218,1390.225,0,17151.943,
8962,568.2402464902364,3.5137835,,,,836,486,[M+NH4]+,,3,8962;8964;9307,550.20679,0,0,0,0,112046.305,
2734,568.2599654605413,1.2959198,,,,350,118,[M+NH4]+,,2,2735;2734,550.2255,0,0,0,0,17840.246,
6100,568.274424254032,2.537847,,,,836,318,[2M+NH4]+,,2,6100;6086,275.1209,0,6311.7295,0,0,352.83148,
16386,568.360874491172,6.349607,,,,576,905,[M+Na]+,,2,16386;16360,545.37196,0,0,0,0,8021.2227,
10505,569.0405835648555,4.072202,,,,836,563,[M+K]+,,2,10505;10548,530.07821,0,0,0,0,13297.767,
15699,569.1076661644912,6.109827,,,,88,,,,,,,0,97773.08,0,0,0,
11620,569.1861696728265,4.458974,,,,394,627,[M+H]+,,3,11601;11620;11621,568.17924,0,0,0,14400.011,0,
13360,569.2641501387692,5.1327715,,,,104,,,,,,,0,0,0,25325.576,0,
3629,570.1037536408276,1.6582896,,,,497,,,,,,,0,0,0,343587.12,0,
6175,570.217936296614,2.5617173,,,,432,327,[M+NH4]+,,3,6149;6175;6173,552.1843,0,0,0,0,8084.47,
3400,570.2179551984714,1.697575,,,,465,189,[M+NH4]+,,2,3952;3400,552.18427,1992.8359,69375.016,0,0,9107.732,
6489,570.2545828085728,2.685992,,,,836,341,[M+NH4]+,,2,6503;6489,552.22098,0,4012.9624,0,0,10843.528,
12213,570.339486230668,4.6660347,,,,76,,,,,,,0,9766.85,10874.076,0,0,
7841,571.0384103414884,3.15679,,,,836,,,,,,,0,0,0,0,204046.22,
17213,571.0869664737659,6.620162,,,,,,,,,,,0,0,15564.825,0,0,
16652,571.1339063319247,6.36553,,,,576,918,[2M+Na]+,,2,16591;16652,274.07251,0,0,576.8093,0,154629.98,
11291,571.2218950709223,4.3773203,,,,797,,,,,,,0,0,0,625.4606,33179.11,
11107,571.2706485250474,4.27957,,,,786,,,,,,,125605.67,0,0,125.826355,0,
9885,571.2794064096731,3.852466,,,,804,533,[M+Na]+,,2,9992;9885,548.28969,3712.7578,0,0,0,0,
8198,572.1403262284337,3.2865994,,,,836,438,[M+NH4]+,,2,8171;8198,554.10658,0,0,0,0,21269.658,
2055,572.2335873073081,0.97375715,,,,387,80,[M+NH4]+,,2,2055;2057,554.19987,0,39963.32,0,0,34849.387,
13582,572.2349408297268,5.2469964,,,,601,752,[M+NH4]+,,2,13624;13582,554.20247,0,0,0,0,13236.062,
11054,572.3066257151864,4.261974,,,,839,590,[M+NH4]+,,3,11052;11055;11054,554.27287,0,0,0,0,67554.41,
7842,573.0375801845311,3.15679,,,,836,416,[M+K]+,,2,7693;7842,534.0749,0,0,0,0,26257.799,
4712,573.1296002280397,2.0500207,,,,203,232,[M+K]+,,2,4711;4712,534.16718,0,0,0,0,5805.1597,
7537,573.1927949951937,3.1563237,,,,836,403,[M+Na]+,,2,7537;7536,550.20438,339.5523,4371.9844,296.58972,0,8411.084,
8964,573.1955802570643,3.5137835,,,,836,486,[M+Na]+,,3,8962;8964;9307,550.20679,0,0,0,0,70158.125,
2735,573.214075874525,1.2959198,,,,350,118,[M+Na]+,,2,2735;2734,550.2255,0,0,0,0,3558.6125,
15767,573.2742168152568,6.1422167,,,,568,,,,,,,18019.912,0,0,0,0,
8170,574.155484179009,3.2793767,,,,836,437,[M+NH4]+,,3,8170;8169;8199,556.12167,0,0,0,0,33916.07,
16295,574.2823415727163,6.3195667,,,,782,,,,,,,707616.7,0,0,0,336.7805,
1511,575.1037132725373,0.77263945,,,,387,53,[M+Na]+,,2,1511;1498,552.11391,0,9373.9795,0,0,0,
6717,575.143155306418,2.7525525,,,,619,,,,,,,0,0,0,123650.266,0,
6149,575.1733203377164,2.554465,,,,432,327,[M+Na]+,,3,6149;6175;6173,552.1843,0,0,0,0,5517.8184,
4781,575.1734272069289,2.0862727,,,,427,235,[M+Na]+,,2,4780;4781,552.18407,0,0,0,0,3431.3877,
3952,575.1736242493312,1.7625172,,,,465,189,[M+Na]+,,2,3952;3400,552.18427,0,24383.797,0,0,3755.8672,
6503,575.2104099909191,2.693273,,,,836,341,[M+Na]+,,2,6489;6503,552.22098,0,634.19464,0,0,5104.1406,
12682,575.2613218381256,4.858588,,,,332,,,,,,,5176.9277,0,0,0,0,
13303,575.2714637846943,5.097849,,,,933,,,,,,,3067.1245,0,0,0,0,
5503,575.3035847160057,2.3164518,,,,261,,,,,,,4259.274,0,0,0,0,
15106,576.1152404101333,5.884858,,,,864,,,,,,,0,0,0,0,165807.98,
1886,576.1322177246136,0.9163145,,,,387,,,,,,,0,0,98308.07,0,0,
2930,576.1324025359253,1.3785238,,,,842,,,,,,,0,0,26148.693,0,0,
16702,576.2426326644546,6.459433,,,,926,,,,,,,97779.28,0,0,0,0,
13631,576.2435033930518,5.2758517,,,,602,,,,,,,0,0,0,13439.945,0,
13029,576.2435663674032,5.0136013,,,,737,,,,,,,0,0,0,65826.62,0,
12202,576.2436196169157,4.665368,,,,872,,,,,,,0,0,0,54240.766,0,
12496,576.2437691830737,4.7944717,,,,887,,,,,,,0,0,0,44572.227,0,
11502,576.2790117953191,4.398662,,,,814,,,,,,,6421.967,0,0,0,0,
10622,576.2792585427885,4.118731,,,,723,,,,,,,8263.649,0,0,0,0,
8171,577.095877402407,3.2793767,,,,836,438,[M+Na]+,,2,8171;8198,554.10658,0,0,0,0,7937.014,
299,577.1304853292609,0.28252733,,,,295,,,,,,,0,42994.758,0,61873.72,0,
5566,577.1347739478655,2.4179766,,,,704,,,,,,,0,22439.014,0,162715.08,276.29016,
7356,577.1355527077163,3.0059402,,,,397,,,,,,,0,1320.0315,0,69676.01,1591.5144,
6956,577.135730210713,2.7953186,,,,836,,,,,,,0,7060.965,0,114225.3,1591.5144,
9561,577.1363742938452,3.7205124,,,,366,516,[M+H]+,,1,9562,576.12812,0,266.65768,0,416245.0,0,
2057,577.18919489061,0.97375715,,,,387,80,[M+Na]+,,2,2055;2057,554.19987,0,1045.8086,0,0,6459.937,
13624,577.1930363484444,5.340394,,,,601,752,[M+Na]+,,2,13624;13582,554.20247,0,0,0,760.9955,5430.198,
4090,577.2130715144937,1.8014051,,,,570,200,[M+H]+,,3,4090;4075;4076,576.20553,0,6439.3965,0,0,0,
11055,577.2620724016108,4.261974,,,,839,590,[M+Na]+,,3,11052;11055;11054,554.27287,0,0,0,0,42436.863,
18460,577.2661837925672,7.0250783,,,,,,,,,,,0,13876.332,4433.586,0,10486.125,
3313,578.2452124388848,1.540183,,,,486,,,,,,,0,0,16091.25,0,0,
3027,578.245509415022,1.4075214,,,,,,,,,,,0,0,17484.426,0,0,
8199,579.1106556384407,3.2865994,,,,836,437,[M+Na]+,,3,8170;8169;8199,556.12167,0,0,0,0,17141.863,
7208,579.1353178222457,3.0063562,,,,836,,,,,,,0,0,0,495.61572,70884.43,
1562,579.1485102674944,0.8086038,,,,798,,,,,,,0,5055.8774,0,81643.87,0,
7054,579.148618544212,2.867783,,,,,,,,,,,0,0,0,37686.188,0,
2103,579.1488041668936,1.1014621,,,,527,,,,,,,0,5315.112,0,50847.938,0,
2539,579.1489874008117,1.2027688,,,,571,,,,,,,0,4889.629,0,4882386.0,0,
5754,579.1506570375536,2.3398576,,,,744,294,[M+H]+,,1,5781,578.14254,0,776.28656,0,959016.94,0,
12895,579.1507714170111,5.121603,,,,,,,,,,,146606.97,0,1094.2906,0,0,
7139,579.171879726076,2.8251379,,,,836,,,,,,,0,2949.7124,0,0,86554.66,
9888,579.2150663021416,3.8311472,,,,331,,,,,,,0,233.67166,0,35697.21,0,
9325,579.2669170359574,3.6524944,,,,276,,,,,,,20974.236,0,0,0,0,
9839,579.2670070403927,3.842614,,,,804,,,,,,,161781.0,0,0,0,0,
13797,579.26811160406,5.2273436,,,,824,,,,,,,3583.2737,0,0,834.8377,0,
16884,579.789293575309,6.5037913,,,,13,,,,,,,210029.23,0,0,0,0,
6901,580.0333513686002,2.8067777,,,,836,,,,,,,0,14189.865,60177.742,0,253.07376,
18936,580.2824868732587,7.1498013,,,,27,,,,,,,122747.6,0,0,0,0,
2920,581.1659801424453,1.2917497,,,,486,,,,,,,0,0,0,339942.16,4847.784,
11544,581.1865892021699,4.5034947,,,,5,633,[M+H]+,,1,11557,580.17876,0,0,0,21165.861,358.786,
10580,581.2279849599739,4.1000724,,,,810,,,,,,,0,0,0,99252.625,0,
13865,581.2280081780235,5.351282,,,,665,,,,,,,0,0,0,91489.28,0,
3801,582.0524712957904,1.7111187,,,,486,,,,,,,0,92097.61,0,0,6730.201,
10786,582.2547018119334,4.0805902,,,,304,,,,,,,0,605.37244,0,0,86867.766,
12776,582.2789589529267,4.9026127,,,,726,,,,,,,18786.68,0,0,0,0,
12408,582.2793810537219,4.745045,,,,21,,,,,,,17659.68,0,0,0,0,
12091,582.3485679257338,4.622237,,,,199,660,[M+NH4]+,,2,12091;12092,564.31456,0,8105.7285,0,0,0,
11879,582.3489003427206,4.539807,,,,271,646,[M+NH4]+,,3,11872;11879;11895,564.31485,0,13257.157,0,0,0,
18211,583.1230741109266,6.9416065,,,,595,,,,,,,0,428203.06,0,0,0,
16781,583.1231418249604,6.476666,,,,848,,,,,,,0,21692.154,0,0,0,
5893,583.1402779121586,2.481613,,,,24,,,,,,,0,0,0,42433.22,0,
6818,583.2342208325936,2.772463,,,,836,360,[M+Na]+,,2,6818;6841,560.24545,1978.6877,0,0,0,0,
11117,583.2429321179362,4.2726917,,,,747,,,,,,,0,0,0,49858.484,0,
9655,583.2434259464682,3.786337,,,,868,,,,,,,0,0,0,101128.79,0,
12333,583.2436754161336,4.7265096,,,,414,,,,,,,0,0,0,102540.85,0,
3087,583.2513090208093,1.4388983,,,,208,137,[2M+Na]+,,2,3084;3087,280.13075,0,0,1892.6177,0,0,
18262,583.3654973621126,6.766582,,,,576,,,,,,,0,0,0,28463.72,388.9343,
18614,583.3661560963726,7.005562,,,,478,,,,,,,0,0,0,45188.54,250.45058,
16361,583.3666102970387,6.3397446,,,,576,,,,,,,0,0,0,0,57043.293,
16631,584.208344340262,6.427961,,,,576,,,,,,,0,0,0,0,378712.84,
11087,584.2435682522557,4.2653794,,,,747,,,,,,,0,0,0,25143.137,0,
9700,584.2447477726186,3.7935808,,,,868,,,,,,,0,0,0,58475.953,0,
12770,584.2744154584464,4.8992615,,,,601,688,[M+H]+,,2,12746;12770,583.26691,0,0,635501.2,0,0,
12548,584.3422620907224,4.8121285,,,,786,678,[M+NH4]+,,2,12548;12549,566.30847,0,0,4538.3374,0,0,
13478,584.3425391130708,5.177276,,,,910,740,[M+NH4]+,,2,13479;13478,566.30862,0,0,42676.566,0,0,
8229,585.2353975563168,3.2360618,,,,793,,,,,,,0,65677.875,0,29253.264,3548.3452,
10355,585.2578780217214,4.16654,,,,167,,,,,,,0,0,0,47703.668,217.74557,
8580,585.2591589876073,3.41335,,,,836,,,,,,,0,0,0,123861.234,0,
7654,585.2593078642606,3.1266937,,,,666,,,,,,,0,0,0,235087.44,0,
12886,585.2619428996642,5.0507503,,,,874,,,,,,,437.05334,0,0,18564.707,0,
7167,585.3216042360506,2.911335,,,,808,,,,,,,0,0,0,82676.375,0,
1774,586.0830164971321,0.87443876,,,,225,,,,,,,0,0,0,33828.117,0,
11621,586.2135801265127,4.458974,,,,394,627,[M+NH4]+,,3,11601;11620;11621,568.17924,0,0,0,4271.406,0,
5534,586.2479937030322,2.1672497,,,,396,253,[M+NH4]+,,2,5549;5534,568.21487,0,1039.9364,2682.2515,0,5955.5034,
18045,587.08093112057,6.8826203,,,,576,,,,,,,0,0,26228.12,0,0,
13169,587.1964314002533,5.0501366,,,,714,,,,,,,0,0,0,45610.715,0,
10787,587.2114853647162,4.2067184,,,,304,585,[M+Na]+,,2,10787;10785,564.22273,0,234.84052,0,299.07623,62376.953,
9992,587.2523569381929,3.8947825,,,,804,533,[M+K]+,,2,9992;9885,548.28969,24768.781,0,0,0,3222.531,
9004,587.2750458180295,3.5389555,,,,759,,,,,,,0,0,0,37269.75,0,
18159,587.2987524725843,6.9290733,,,,791,1002,[M+Na]+,,2,18163;18159,564.31003,4297.455,0,0,0,0,
12092,587.303600812735,4.622237,,,,199,660,[M+Na]+,,2,12091;12092,564.31456,0,5915.0405,0,0,0,
11872,587.3043378846306,4.5325255,,,,271,646,[M+Na]+,,3,11872;11879;11895,564.31485,0,11398.974,0,0,0,
13950,587.43028296111,5.395024,,,,900,,,,,,,7807.3594,0,0,0,0,
11007,587.4310697354928,4.2495112,,,,786,,,,,,,301635.4,0,0,0,0,
10619,588.1716580898004,4.115646,,,,719,569,[M+NH4]+,,2,10619;10652,570.13706,0,0,0,0,12611.079,
877,589.0749688357357,0.4558636,,,,330,,,,,,,3091.2078,22428.283,8893.142,0,12430.862,
5341,589.1117199215981,2.2710164,,,,443,,,,,,,0,0,0,35009.844,0,
4283,589.2511262064181,1.8750036,,,,498,210,[M+H]+,,2,4299;4283,588.24356,0,0,8565.413,0,0,
12549,589.2977231545327,4.8121285,,,,786,678,[M+Na]+,,2,12548;12549,566.30847,0,0,6931.747,0,0,
13479,589.2977486051408,5.177276,,,,910,740,[M+Na]+,,2,13479;13478,566.30862,0,0,27744.887,0,0,
2360,589.3529938453509,1.1308224,,,,766,,,,,,,0,0,0,737736.0,0,
2018,590.1292895318813,0.9553361,,,,7,75,[M+NH4]+,,2,2018;1980,572.09679,0,0,0,40508.492,0,
6982,590.1481256987594,2.838038,,,,836,,,,,,,0,0,92845.15,119327.96,0,
17540,590.2945210013886,6.7052064,,,,10,958,[M+Na]+,,2,17540;17390,567.30594,20399.486,0,0,0,0,
1498,591.0764776731996,0.76539576,,,,387,53,[M+K]+,,2,1511;1498,552.11391,0,11820.814,0,0,0,
11601,591.1682964652024,4.451697,,,,394,627,[M+Na]+,,3,11601;11620;11621,568.17924,0,0,0,2800.8525,0,
4768,591.17036118939,1.9767766,,,,325,,,,,,,0,0,4357.0137,0,1504.8259,
8216,591.1736988370578,3.28683,,,,793,439,[M+Na]+,,2,8216;8217,568.1839,0,3049.0747,0,846.4878,0,
4247,591.1802638345048,1.8604434,,,,709,,,,,,,0,0,8666.646,0,0,
14852,591.2116548032424,5.7900977,,,,83,,,,,,,0,0,0,27618.459,0,
10453,591.2846769349909,4.060219,,,,44,,,,,,,14734.836,0,0,0,0,
3527,592.1277953043849,1.622222,,,,486,,,,,,,7921.4453,435.19116,0,0,3724.6072,
13619,592.2744359631341,5.270801,,,,931,,,,,,,6617.4746,0,0,0,175420.44,
12505,592.2750646025415,4.967454,,,,601,,,,,,,792.90845,0,0,0,32741.572,
10653,593.1252649717479,4.1301727,,,,719,569,[M+Na]+,,2,10653;10652,570.13706,0,0,0,0,7188.1084,
9433,593.166783377992,3.6919816,,,,582,509,[M+H]+,,2,9434;9433,592.15951,0,0,0,93589.24,0,
15302,593.2283098811865,5.996292,,,,,,,,,,,0,0,0,17313.018,0,
13690,593.2283159704058,5.2977576,,,,934,,,,,,,0,0,0,24913.31,0,
350,594.0716747185351,0.22138086,,,,295,,,,,,,0,3740.5696,0,415231.03,0,
4075,594.239234581892,1.794174,,,,570,200,[M+NH4]+,,3,4090;4075;4076,576.20553,0,44190.727,0,0,0,
12615,594.2536547316224,4.8337693,,,,893,683,[M+NH4]+,,2,12616;12615,576.21959,0,12421.153,0,0,0,
1683,595.064122890277,0.8155111,,,,387,61,[M+Na]+,,2,1683;1684,572.07423,0,388.09827,0,27781.96,0,
5831,595.1274727620491,2.4458764,,,,836,,,,,,,0,0,0,0,47274.812,
7373,595.1653526219617,2.9363775,,,,,,,,,,,1130.7091,432573.34,0,45233.914,24643.973,
6668,595.1654258307733,2.6691613,,,,836,342,[M+H]+,,3,6430;6677;6668,594.1579,1130.7091,2266709.8,0,45944.29,259233.47,
3514,595.1654372610676,1.6264567,,,,673,165,[M+H]+,,2,3500;3514,594.15828,0,9303.655,0,0,676395.2,
5887,595.1656983948211,2.5424252,,,,836,,,,,,,1130.7091,11163.323,0,30929.277,258628.31,
4551,595.1660215091653,1.9763147,,,,,,,,,,,0,18337.69,0,0,3318.9385,
10665,595.2407840024264,3.9546196,,,,,,,,,,,0,0,0,32193.766,82823.24,
12607,595.2419621490515,4.771655,,,,887,,,,,,,0,0,0,66153.64,494.2843,
18160,595.2869444495415,6.9290733,,,,791,,,,,,,367505.16,0,0,0,0,
5617,596.0259562666619,2.3961322,,,,836,,,,,,,0,16367.341,24550.375,0,945.2025,
2783,596.1722158334711,1.5093699,,,,,,,,,,,0,544.9509,0,65455.375,1146.8845,
12926,596.1764758864396,4.970946,,,,888,699,[M+NH4]+,,2,12926;12907,578.14266,9499.484,0,0,0,0,
16055,596.2687424847362,6.27383,,,,422,,,,,,,0,0,0,8060.5664,0,
2799,597.1806939147317,1.3224074,,,,208,,,,,,,0,41449.664,0,19457.684,14852.849,
2608,597.2575100486243,1.2293831,,,,827,,,,,,,0,0,19636.24,0,0,
11602,597.2592900434408,4.451697,,,,394,,,,,,,0,0,0,28003.182,0,
10531,597.2594069262145,4.082962,,,,836,,,,,,,0,0,0,166803.89,0,
13310,597.2597431878102,5.1037216,,,,358,,,,,,,0,0,0,16996.385,0,
12478,597.259892840457,4.779895,,,,887,,,,,,,0,0,0,479484.03,0,
11190,597.2599981208307,4.2871437,,,,747,,,,,,,0,0,0,29929.582,0,
4057,598.1195644550439,1.6299822,,,,697,,,,,,,0,0,2295.3777,0,25022.928,
3168,598.1195741028789,1.4769958,,,,223,,,,,,,0,0,2295.3777,0,166903.38,
4682,598.155624636798,1.9523765,,,,697,,,,,,,0,24764.354,387.6937,0,0,
2923,598.1860096424087,1.3410155,,,,486,,,,,,,0,10002.515,0,236090.19,2762.4683,
8022,598.2498390652723,3.0990422,,,,372,400,[M+NH4]+,,2,7606;8022,580.21531,3525.2437,115916.07,0,0,2226.4812,
16888,598.2828578523807,6.5037913,,,,13,,,,,,,407752.47,0,0,0,0,
17541,598.283020932684,6.7052064,,,,10,,,,,,,829084.1,0,0,0,0,
9562,599.1163523108621,3.742729,,,,366,516,[M+Na]+,,2,9561;9562,576.12812,0,0,0,18009.77,0,
16072,599.1181718110768,6.285713,,,,641,,,,,,,0,4988.378,0,0,0,
4076,599.1946014680982,1.794174,,,,570,200,[M+Na]+,,3,4090;4075;4076,576.20553,0,12915.376,0,0,0,
6369,599.1964547534321,2.6376557,,,,,,,,,,,0,9705.416,0,0,6522.854,
12616,599.2085619918123,4.8337693,,,,893,683,[M+Na]+,,2,12616;12615,576.21959,0,7303.9233,0,0,0,
11261,599.2157122569624,4.3174458,,,,469,,,,,,,0,17641.79,0,0,0,
12657,599.2740183048214,4.8900814,,,,,,,,,,,699.9388,0,0,14806.157,0,
6540,600.2284411812483,2.6175976,,,,836,334,[M+NH4]+,,2,6200;6540,582.19408,0,0,0,285.51215,3123.91,
7861,600.2649170077306,3.0098517,,,,37,392,[M+NH4]+,,2,7861;7817,582.23077,0,0,31200.3,0,2090.3813,
5781,601.1309199499137,2.4385173,,,,744,294,[M+Na]+,,2,5781;5754,578.14254,0,0,0,52187.176,0,
12907,601.131759361486,4.963531,,,,888,699,[M+Na]+,,3,12894;12926;12907,578.14266,18869.38,0,0,0,0,
7455,601.2306610951546,3.0668972,,,,836,,,,,,,253.1697,23990.654,0,5551.403,36052.42,
7008,601.2307010181954,2.9067545,,,,836,,,,,,,253.1697,94908.51,0,6324.0513,38052.473,
6055,601.2308652817131,2.5166461,,,,836,,,,,,,249.72353,94646.78,0,427.05682,31643.082,
10533,601.2541476710422,4.082962,,,,836,,,,,,,0,0,0,23357.734,0,
18548,602.2769647574003,7.0538745,,,,2,,,,,,,41751.223,0,0,0,0,
